// Number of cores : time in seconds
// Take from runs_diff.log

15 464.875
16 469.027
14 506.029
12 510.029
13 534.003
11 543.924
10 555.214
8 591.155
9 597.852
7 608.849
6 616.524
5 621.652
4 630.479
3 639.849
2 663.032
1 710.118
